Text	Predicted Label Correct Label
" zum schluss wollen wir kurz folgerungen fur die praxis, die lehre und die forschung ableiten. " [SEP]	1	0
" zur messung der spermienkonzentration werden die spermien in einem festgelegten volumen der verdunnten ejakulatprobe in einer zahlkammer gezahlt. allerdings ist eine einzelne zahlung ohne ein maß fur die genauigkeit von begrenztem wert. dieses genauigkeitsmaß wird durch das konfidenzintervall angegeben, das eine spezifische wahrscheinlichkeit ( den konfidenzkoeffizienten oder die erfassungswahrscheinlichkeit ) angibt, mit der der wahre wert innerhalb des intervalls liegt. die am haufigsten genutzte wahrscheinlichkeit ist 0, 95. dieses intervall wird dann 95 % - konfidenzintervall genannt, und die enden dieses intervalls sind die 95 % - konfidenzgrenzen ( armitage et al. 2002 ). " [SEP]	1	0
" im hauptteil des buches werden die 100 wichtigsten konzepte, methoden, modelle und instrumente der management - praxis kurz und pragnant in alphabetischer reihenfolge beschrieben. diese reihenfolge wurde gewahlt, um ein schnelles nachschlagen zu ermoglichen. bei der inhaltlichen einordnung der tools unterstutzt sie der management - toolbox - navigator. " [SEP]	1	0
" an der universitatsmedizin gottingen ( umg ) wurde im herbst 2010 ein klinisches ethikkomitee gegrundet. damit reiht gottingen sich in die vor allem im vergangenen jahrzehnt stetig gewachsene anzahl universitarer kliniken ein, die ein solches gremium an ihrem hause einrichten ( vgl. frewer et al. 2008 ; dorries 2010 ). " [SEP]	1	0
" das 3. wissenschaftsforum mobilitat widmet sich im track 2 der frage nach dem einfluss neuer technologien, insbesondere der elektromobilitat auf das nutzerverhalten und auf die entwicklung neuer mobilitatskonzepte, die die bekannten probleme der fossilen mobilitat verringern konnen. aufbauend auf den nachhaltigkeitszielen nach okonomischer, okologischer und sozialer mobilitat werden ansatze vorgestellt, die die genannten ziele erreichen sollen. somit stellt dieser track die synthese der in den anderen drei tracks vorgestellten technischen und okonomischen ansatze dar. " [SEP]	1	0
" der business plan umfasst samtliche informationen, die potenziellen stakeholdern ( z. b. investoren, geschaftspartnern, vorgesetzten ) als basis fur eine entscheidung bezuglich einer geschaftsidee dienen. des weiteren ist der business plan die planungsgrundlage fur den betrieb und die entwicklung der geschaftlichen tatigkeit. " [SEP]	1	0
" kontextadaptive systeme basieren meistens auf beschreibungen, denen objekteigenschaften zugrunde liegen. in der wissensarbeit unterliegen physisch - reale und digital - virtuelle artefakten und ihre beziehungen zueinander standigen neuinterpretationen, die in statischen kontextmodellen nur schwer beschreibbar sind. wir explorieren in diesem beitrag die moglichkeit, uber ein integriertes management beider artefaktklassen in einem erweiterten literaturverwaltungssystem eine kontextualisierung von objekten durch die interaktionen, in denen sie in der praxis eine rolle spielen, zu unterstutzen. " [SEP]	1	0
" die zahl pflegebedurftiger menschen in deutschland nimmt stetig zu. besonders menschen mit migrationshintergrund konnen aufgrund von zugangsbarrieren wie sprachschwierigkeiten und informationsdefiziten die einrichtungen und angebote des gesundheitssystems nicht adaquat nutzen. in dem vorliegenden artikel wird die umsetzung des projekts saba beschrieben, in dem auf basis des storytellings ein selbsthilfeorientierter interventionsansatz fur turkische pflegebedurftige und ihre pflegenden angehorigen entwickelt und erprobt wurde. in anwesenheit von speziell geschulten gesundheitsmediator ( inn ) en mit turkisch als muttersprache fanden regelmaßige treffen mit den pflegenden angehorigen statt. wahrend der treffen konnten die pflegenden angehorigen durch gegenseitiges erzahlen ihre pflegeerfahrungen und informationen austauschen. die intervention diente zur forderung des selbstmanagements und empowerments der turkischen pflegebedurftigen und ihrer pflegenden angehorigen. informationsdefizite und zugangsbarrieren konnen somit abgebaut und die nutzung von hilfen und angeboten von pflegemaßnahmen erleichtert werden. " [SEP]	1	0
" freude ist eine primare emotion. erste formen des lachens treten schon vor dem 2. monat wahrend des rem - schlafes auf. die freude zeigt sich wenig spater am lacheln des sauglings, das mit dem lacheln der beziehungspersonen korrespondiert. uber das lacheln, so sind sich viele einig, findet man einen zugang zu der freude, ohne dass lacheln und lachen immer freude ausdrucken muss. " [SEP]	1	0
" auf der grundlage der darstellung der zentralen empirischen erkenntnisse zum gesamtumfang des freiwilligen engagements ( kapitel 2. 1 ) soll im folgenden der rekurs auf die geschichtlichkeit des phanomens ( kapitel 2. 2 ) und die einbettung in gesellschaftliche modernisierungsprozesse ( kapitel 2. 3 ) zu einer annaherung an den gegenstand und die fragestellung beitragen. " [SEP]	1	0
" aus dem methodikkapitel geht hervor, dass die situation von menschen mit migrationshintergrund in einrichtungen der stationaren jugendhilfe anhand von interviews erforscht wurde. bevor im folgenden kapitel detailliert die inhalte dieser interviews analysiert werden, sollen hier vorab kurz einige fakten bezuglich der mitarbeitersituation der betreffenden einrichtungen, deren zusammensetzung und der anzahl an menschen mit migrationshintergrund dargestellt werden. dies dient dazu, die aussagen der padagogen besser im kontext sehen und entsprechend verstehen und interpretieren zu konnen. " [SEP]	1	0
" verschuldung ist im wirtschaftlichen und sozialen miteinander akzeptiert, ublich und sogar notwendig, bezeichnet also einen status „ finanzieller verhaltnisse “, aus denen sich kein „ druck “ im hinblick auf die begehung von straftaten ergibt. im falle von uberschuldung oder volliger zahlungsunfahigkeit andert sich dies jedoch radikal. wie straffallige gelten auch zahlungsunfahige als personen, die an den anforderungen des sozialen lebens gescheitert sind. in einer gesellschaft, in der konsum und wohlstand leitprinzipien der kultur sind, ist soziale exklusion im falle einer zahlungsunfahigkeit vorprogrammiert. es leuchtet unmittelbar ein, dass hier lebensverhaltnisse vorliegen, bei denen auch kriminalitat wahrscheinlicher wird. " [SEP]	1	0
" wenn alles im fluss ist und die tradition keinen halt mehr bietet, dann bestimmen in verstarktem maße die darstellungszwange der offentlichen kommunikation den gang der geschichte ( munch 1991 / 1995 ). das lasst sich auch an der aktuellen exzellenzinitiative von bund und landern zur forderung von wissenschaft und forschung an den deutschen hochschulen beobachten. da es kein erprobtes wissen uber forschungsleistungen, ihre messung und ihre steuerung gibt, wird maßgeblich in offentlichen definitionskampfen uber die zuschreibung von wissenschaftlicher exzellenz entschieden. diese definitionskampfe finden in einem diskursiven feld statt, in dem soziales kapital in gestalt von standortgroße und mitgliedschaften in einflussreichen wissenschaftlichen vereinigungen — wie in den akademien der wissenschaften —, okonomisches kapital in gestalt von okonomisch verwertbarem wissen und kulturelles kapital in gestalt von bildungswissen daruber entscheiden, wie viel symbolisches kapital in gestalt von mitgliedschaften in beratungsgremien und ausschussen im akademischen feld ( deutsche forschungsgemeinschaft ( dfg ), wissenschaftsrat, hochschulrektorenkonferenz, wissenschaftsministerien ) erworben werden kann. das symbolische kapital solcher ausschussmitgliedschaften entscheidet maßgeblich uber die definition und zuschreibung wissenschaftlicher exzellenz ( bourdieu 1992 ). " [SEP]	1	0
" im folgenden beitrag sollen konzeptionen von bourdieu, die den analytischen rahmen einer untersuchung zu karrieren von wissenschaftlerinnen und wissenschaftlern an der hochschule ( vgl. vogel und hinz 2004 ) bildeten, methodologisch weiter reflektiert werden. gerne widme ich diese uberlegungen ursula muller, da sie sich wiederholt mit fragen der methoden und der methodologie in der frauen - und geschlechterforschung auseinandergesetzt hat ( vgl. muller 1984, 1994, 1995, 2003 ). " [SEP]	1	0
" dieses zitat im zwischenbericht der projektdokumentation verweist darauf, welchen einfluss und welche macht das gerucht in einem wandlungsprozess entfalten kann. ohne diesen satz im weiteren verlauf naher zu kommentieren, wird an dieser stelle das szenario angesprochen, das in dem vorliegenden fallbeispiel eingetreten ist : ein gerucht hat beinahe den abbruch des projektes herbeigefuhrt. " [SEP]	1	0
" wir haben aus unserer erfahrung fur die optimierung des verkaufsverhaltens bei beratern und servicemitarbeitern in banken die talk - strategie entwickelt, die dazu dient, alle marktmitarbeiter mit system in die kundenansprache einzubeziehen. " [SEP]	1	0
" auch wenn organisationen als offene systeme gesehen werden, die in einem austausch - und beeinflussungsverhaltnis zu ihrer umwelt stehen, bleibt der blick immer noch hauptsachlich auf organisationen ( als gegenstand der analyse ) gerichtet. in den zwei letzten kapiteln 9 und 10 soll jetzt die blickrichtung gewechselt werden, indem die umwelt und dabei speziell „ die gesellschaft “ als ausgangs - und endpunkt der betrachtung dient. zuerst wird in kapitel 9 die sichtweise erlautert, die ebene der organisationen als mesoebene zusatzlich zur mikro - und makroebene einer gesellschaft zu konzipieren. diese sichtweise lauft fur die soziologische theorie und empirie sehr haufig auf die forderung „ bringing organizations back in “ hinaus. die angebrachtheit dieser forderung kann und soll hier lediglich an einigen beispielen illustriert werden. ebenfalls noch im ersten abschnitt von kapitel 9 wird eine einfache systematik vorgestellt, mit der man unterschiedliche gesellschaftliche effekte von organisationen einfangen kann. diese systematik mit einer differenzierung positiver und negativer effekte von organisationen auf der mikroebene der individuen einerseits und auf der makroebene der gesellschaft andererseits liefert dann den stoff fur die weiteren unterabschnitte von kapitel 9. " [SEP]	1	0
" eine reihe von optimierungsaufgaben aus technik, natur - und wirtschafts - wissenschaften laßt sich nicht zufriedenstellend durch lineare modelle beschreiben, d. h., die lineare optimierung ist nicht immer anwendbar ( siehe beisp. 7. 4 ). deshalb ist es notwendig, sich mit aufgaben der nichtlinearen optimierung zu beschaftigen. " [SEP]	1	0
" es stellt eine erhebliche herausforderung dar, wenn man bei der untersuchung eines forschungsgegenstandes feststellt, dass es so gut wie keine fachliteratur zum thema gibt und dass die theoretischen und methodischen hilfsmittel gerade erst entwickelt werden. im hinblick auf die soziale arbeit in ungarn kann der mangel an fachliteratur mit dem spezifischen „ historischen erbe “ erklart werden : in den 1950er jahren war der ‚ soziale gedanke ‘ unerwunscht. die folge davon war, dass forschung daruber nahezu vollstandig verhindert wurde und erst zwei jahrzehnte spater wieder auflebte. gleichzeitig erklarte man, dass sozialpolitik und sozialarbeit in einem sozialistischen staat uberflussig seien, ein uberbleibsel aus der vergangenheit der burgerlichen gesellschaft. " [SEP]	1	0
" der kundenorientierte markenwert betont die wichtigkeit des kunden bei der schaffung und dem management eines markenwerts ( vgl. keller, 1998 ). er kann als differenzierender effekt bezeichnet werden, d. h. als spezifische verbraucherreaktion gegenuber dem marketing der marke aufgrund des erworbenen markenwissens. eine marke besitzt dann einen positiven kundenorientierten markenwert, wenn kunden auf ein produkt und seine vermarktung aufgrund der marke gunstiger reagieren als auf das produkt einer fiktiven marke oder auf ein unmarkiertes produkt. " [SEP]	1	0
" die von khachiyan 1979 entwickelte ellipsoidmethode ( siehe [ 4 ], [ 16 ] ) ist ein verfahren, um in polynomialer zeit zu entscheiden, ob ein ungleichungssystem mit ganzzahligen daten, also $ $ ax \ \ leqslant bmita \ \ in { \ \ mathbb { z } ^ { ( m, n ) } }, b \ \ in { \ \ mathbb { z } ^ m } $ $ losbar ist, und um dann eine losung zu errechnen. " [SEP]	1	0
" auszahlungen und einzahlungen fuhren zu einer veranderung des zahlungsmittelbestandes. der zahlungsmittelbestand eines betriebes besteht aus dem kassenbestand und dem jederzeit verfugbaren bankguthaben. bei auszahlungen handelt es sich um verminderungen und bei einzahlungen um erhohungen des zahlungsmittelbestandes. " [SEP]	1	0
" gegen ende des zweiten jahrtausends christlicher zeitrechnung haben mehrere ereignisse von historischer tragweite die gesellschaftliche landschaft des menschlichen lebens verandert. eine technologische revolution, in deren mittelpunkt die informationstechnologien stehen, hat begonnen, die materielle basis der gesellschaft in zunehmenndem tempo umzuformen. volkswirtschaften auf der ganzen welt sind heute global interdependent. das hat zu einer neuen form der beziehung zwischen wirtschaft, staat und gesellschaft gefuhrt, die nun in das system einer variablen geometrie eingefugt sind. der zusammenbruch des sowjetischen etatismus und das darauffolgende ende der internationalen kommunistischen bewegung haben dem historischen gegengewicht zum kapitalismus vorlaufig die grundlage entzogen, die politische linke ( und die marxsche theorie ) vor der todlichen anziehungskraft des marxismus - leninismus gerettet, den kalten krieg beendet, das risiko des atomaren holocaust vermindert und die geopolitische weltlage grundlegend verandert. " [SEP]	1	0
" der begriff lebensqualitat ( lq ) wurde eingefuhrt, um umfassender ( holis - tisch ) die auswirkungen von krankheit und therapie zu beschreiben. als wesentliche komponenten dieses konstruktes „ lebensqualitat “ werden, in anlehnung an die who - definition von gesundheit, das korperlihe, psychische und das soziale befinden genannt. " [SEP]	1	0
" in diesem buch wurde ein konzept fur eine wissensbasierte bedrohungs — und risikoanalyse workflow — basierter anwendungssysteme entwickelt. das zentrale ziel von traw war, das risiko — management mit der entwicklung workflow — basierter anwendungssysteme zu koppeln, um somit den aufbau sicherer workflow — basierter anwendungssysteme unterstutzen zu konnen. " [SEP]	1	0
" die neue regierung hat das „ gesetz zu korrekturen in der sozialversicherung und zur sicherung der arbeitnehmerrechte ” verabschiedet. zum 01. 01. 1999 wurde der kreis der versicherungspflichtigen personen damit erweitert. die neue gesetzliche regelung des § 7 absatz 4 sgb iv zwingt call center - betreiber dazu, den einsatz von freien mitarbeitern zu uberdenken. " [SEP]	1	0
" wichtigstes kontaktinstrument ist im call center das telefon. der optimale kontakt ist aber immer noch der per sonliche. das telefon wird diesem anspruch zwar nicht gerecht, es bietet aber den entscheidenden vorteil, dass die kommunikationspartner nicht korperlich an einem ort zusammenkommen mussen. dies spart kosten and when. welche chancen haben nun cti and die kommunikation mit bild? " [SEP]	1	0
" 1992 wurde das nationale komitee zur forderung des mundozentrismus gegrundet, um all denen eine stimme zu verleihen, die der uberzeugung anhangen, daß mutter erde eine zentralere stellung in der weltordnung verdient. 1994 ernannte das komitee mich zum leiter einer expertengruppe aus verschiedenen wissenschaftlichen fachgebieten. dieses team sollte ein forschungsprojekt in angriff nehmen, das zum ziel hatte, ein fur allemal zu beweisen, daß die erde der mittelpunkt des universums ist. " [SEP]	1	0
" einer der schwierigsten jobs auf der welt ist es heute, verkaufer zu i motivieren, sie zu standiger verbesserung und exzellenz herauszufordern. der schlussel zur motivation ist die individuelle selbstachtung. der job des verkaufsmanagers ist es, mitarbeitern das gefuhl zu geben, gewinner zu sein, das gefuhl, daß ihr beitrag wichtig ist und geschatzt wird. " [SEP]	1	0
" schon lange zeit vor einfuhrung der computertechnologie haben sich sozialwissenschaftler, juristen und philosophen mit datenschutzaspekten beschaftigt. auch haben datenschutzvorschriften wie das arztgeheimnis, postgeheimnis, berufsgeheimnis, steuergeheimnis, statistikgeheimnis eine lange tradition. seit dem einzug des computers in unser leben hat sich die gefahrdung des datenschutzes vergroßert und zugleich die relevanz von datenschutzvorkehrungen und - konzeptionen erhoht. die breiten diskussionen um die letzte volkszahlung in der bundesrepublik haben die angst der burger vor einem uberwachungsstaat aufgezeigt. " [SEP]	1	0
" in der bankinternen gesamtorganisation gehort der devisenhandel zu einem geschaftsbereich, der im allgemeinen treasury genannt wird. in einer bank ist der treasury - bereich primar verantwortlich fur die aktiv - passiv - / liquiditatssteuerung. in einer universalbank vertreibt der treasury - bereich seine produkte nicht ausschließlich an die kunden. die banken nehmen auch mit dem sogenannten eigenhandel fur eigene rechnung und eigenes risiko am handel teil. " [SEP]	1	0
" im folgenden wird skizzenhaft eine positionsbestimmung der vorliegenden untersuchung vorgenommen. sie konzentiert sich weitgehend auf die forschungen, die das verhaltnis von schriftlichkeit und mundlichkeit im kontext hirnorganischer erkrankungen thematisieren. " [SEP]	1	0
" es ist aufgabe dieses studienheftes, einsichten in die preisbildung in einer volkswirtschaft zu vermitteln. dabei soll unter dem preis die in geldeinheiten ausgedruckte gegenleistung verstanden werden, die ein wirtschaftssubjekt fur die uberlassung eines materiellen oder immateriellen gutes zu zahlen hat. " [SEP]	1	0
" das wort „ seminar “ wandte man seit der fruhen neuzeit gern auf ausbildungs - statten fur geistliche und lehrer an. auch die universitatsseminare, die seit dem 18. jahrhundert entstanden, sollten ursprunglich der berufsvorbereitung dienen, doch wurde im laufe des 19. jahrhunderts die einfuhrung in die wissenschaftliche forschung zum hauptzweck. " [SEP]	1	0
" die ausgleichsrechnung, auch unter dem begriff regressionsmethode bekannt, ist ein wichtiges hilfsmittel, um aus wertepaaren funktionale zusammenhange herzuleiten. " [SEP]	1	0
" der unternehmer ubernimmt die folgenden funktionen : 1. die bedarfsermittlung ; 2. die aufstellung des wirtschaftsplanes der unternehmung ; 3. die zweckmaßige kombination der produktionsfaktoren ; 4. die leitung und kontrolle des produktionsganges ; 5. den absatz der produkte. " [SEP]	1	0
" mit dem folgenden beitrag werden zwei zielsetzungen verfolgt. zum einen wird in einem umfassenden sinne die bedeutung von „ lernpartnern “ fur das lernen von individuen, gruppen und organisationseinheiten diskutiert. denn lernprozesse in organisationen sind in der regel resultate von auseinandersetzungen bzw. interaktionen zwischen menschen. in diesem kontext geht es mir um die aktivierung ganzheitlicher bzw. die reaktivierung verschutteter lernpartnerschaftlicher beziehungen, die im zuge organisatorischer arbeitsteilung und spezialisierung zunehmend eine spezialaufgabe weniger menschen geworden sind, in die normalitat der arbeits - und berufssituation. denn eine lernende organisation lebt von einem breiten spektrum und einer hohen varietat an lernbeziehungen zwischen menschen. " [SEP]	1	0
" das unternehmen wird in einer modellartigen betrachtung auch als system bezeichnet, in dem verschiedene elemente in einem wirkzusammenhang stehen. insofern ist es mit naturlichen systemen oder organismen zu vergleichen. aus dem zusammenwirken der elemente ergibt sich die betriebliche leistung. dazu ist eine steuerung dieses miteinander erforderlich, so wie in einem naturlichen organismus auch die einzelnen organe aufeinander abgestimmt arbeiten. diese steuerung ist die eigentliche fuhrungsaufgabe. sie ist aber nur mit hilfe von informationen moglich. der manager bekommt informationen und gibt informationen ab. auch die mitarbeiter tauschen untereinander informationen aus. diese informationsverarbeitung hat in den letzten jahrzehnten eine solch umfangreiche bedeutung erlangt, daß in den industriestaaten heute bereits circa 50 prozent der arbeitszeit in irgendeiner weise der informationsverarbeitung dienen. " [SEP]	1	0
" niemals zuvor in der geschichte der zivilisierten menschheit gab es ein verbrechen, das mit dem der deutschen am judischen volk vergleichbar ware. dies gilt nicht nur fur die zahl der ermordeten, sondern auch fur den burokratischen und technischen aufwand, mit dem die ns - todesmaschine betrieben wurde. etwa sechs millionen juden wurden von den nationalsozialisten ermordet — aus polen, aus rußland, aus deutschland und aus dem ubrigen europa — unvorstellbare zahlen und leiden. " [SEP]	1	0
" das von uns vertretene und hier dargestellte interaktionskonzept der genetischen beratung entstand in auseinandersetzung mit der literatur zum problembereich psychosozialer aspekte sowie der evaluierung genetischer beratung ( vgl. 1. 1 ), konzepten der psychotherapie - und beratungsforschung, der kognitiven sozialpsychologie sowie der interpretativen soziologie ( vgl. 3. 3 und 5. 1 ), konkreter erfahrung mit genetischer beratung, genetischen beratern und klienten sowie mit dem erhobenen datenmaterial. " [SEP]	1	0
" die geschichte der wissenschaften ist nach einem wort goethes eine große fuge, in der die stimmen der volker nach und nach zum vorschein kommen. die große epoche der deutschen endokrinologie lag im zeitraum von 1880 bis zur mitte der dreißiger jahre, und man kann sagen, daß damals auch die deutschsprachige gynakologische endokrinologie einen ersten rang in der welt einnahm. auch spater hat es bedeutende forscher und wichtige ergebnisse gegeben, doch hat die deutschsprachige gynakologische endokrinologie mehr und mehr ihre fuhrende rolle eingebußt. emigration und der blutzoll zweier weltkriege haben hierbei eine rolle gespielt. nicht nur durch den verlust an menschen infolge auswanderung oder kriegseinwirkung, sondern auch durch den fast volligen stillstand der forschung in der kriegs - und unmittelbaren nachkriegszeit und den aufstieg anderer lander trat ein ruckstand ein, der bis heute nicht mehr vollig aufgeholt wurde. " [SEP]	1	0
" es wurde eine methode zur bestimmung von organochlor - pesticiden in roh - und rostkaffe entwickelt. 17 arabica und 2 robusta - kaffees aus 11 anbaulandern wurden untersucht. mit zwei ausnahmen lagen die in den rohkaffees gefundenen ruckstandsmengen erheblich unter den in der „ planzenschutzmittel - hochstmengenverordnung ” vom 1. 7. 1982 festgelegten werten. in 2 rohkaffees waren keine ruckstande nachweisbar. die in oder auf rohkaffee befindlichen ruckstande werden durch den rostprozeß zu unbedeutenden restmengen abgebaut. die abbauraten liegen bei 85 bis 100 %. da die ruckstandsmengen in allen untersuchten rostkaffees außerst gering waren, wurde auf eine untersuchung der entsprechenden kaffeeaufgusse verzichtet. " [SEP]	1	0
" das belebtschlammverfahren ist, in technologischer definition, ein kontinuierlich beschickter reaktor mit einem biologisch geschlossenen system. das heißt, die organismen werden im system gehalten, es fließt ihnen bestandig nahrlosung zu, und die aufenthaltszeit der nahrlosung ist geringer als die der organismen. der aus der verwertung der nahrlosung resultierende organismenzuwachs wird aus dem system entfernt. " [SEP]	1	0
" in jedem westlichen land finden sich gruppen, die rechts, links oder in der mitte des politischen spektrums angesiedelt werden. was dies im hinblick auf prinzipien, praxis und politik bedeutet, hangt von denjenigen ab, die derartige unterscheidungen treffen. es gibt keine objektiven kriterien dafur. traditionell wurde man kommunisten und sozialisten auf der linken, faschisten auf der rechten und die „ guten “ in der mitte erwarten. es gibt kaum zwei lander, in denen diese kategorien die gleiche bedeutung haben. " [SEP]	1	0
" das ergebnis der bewertung findet seinen ausdruck in den werturteilen, d. h. den verbalen und / oder numerischen wertaussagen, die im hinblick auf das bewertete objekt getroffen werden. werturteile sind im sinne der mikrologik des planungsprozesses die folge von entscheidungen als ergebnis der bewertung. beim bemuhen um eine quantitative bewertung dienen zahlen ( oder symbole ) als allgemeine form von werturteilen, wobei es jedoch der angabe einer bewertungsvorschrift bedarf. " [SEP]	1	0
" um die werkstuckform werden zuerst stempel und gegenstempel konstruiert und dann entsprechend der umformkraft 1 ) die dicke der platten und die große der presse ausgewahlt. die umformkraft kann im werkzeug mittig oder außermittig angreifen. " [SEP]	1	0
" mit dem begriff der kooperativen fuhrung wird unter dem eindruck der diskussion um die mitbestimmung der arbeitnehmer in den unternehmungen die vorstellung von einer demokratisierung der unternehmungen assoziiert. dabei versteht man unter der demokratisierung der unternehmung die ubertragung des reprasentationsprinzips einer parlamentarischen demokratie auf die unternehmung. " [SEP]	1	0
" die untersuchungen uber die abstimmung zwischen kapitalbedarf und kapitalfonds im rahmen der integrierten finanzplanung haben gezeigt, vor wie großen schwierigkeiten die unternehmen stehen, wenn sie eine rationelle losung fur die vielzahl der fragen erreichen wollen, die das abstimmungsproblem aufwirft. angesichts dieses umstandes liegt es nahe zu fragen, ob nicht die wissenschafthche beschaftigung mit dem abstimmungsproblem zur entwicklung eines methodischen apparates gefuhrt hat, der einen beitrag zur losung dieser schwierigen fragen zu leisten imstande ist. " [SEP]	1	0
" die antheren, der bildungsort der mannlichen gametophyten, sind im querschnitt rechteckig, raumlich gesehen mehr oder weniger prismatisch und in ihren vier kanten von je einem pollensack durchzogen. die ersten differenzierungen der jungen antheren fuhren zu einem zentral gelegenen prokambiumstrang ( abb. 25 a ), aus dem sich spater ein leitbundel entwickelt. das generative gewebe, das mannliche archespor, entsteht in den vier kanten der anthere. seine entwicklung scheint noch nicht in allen details abgeklart zu sein. " [SEP]	1	0
" unteres, uber das system fe - in liegen in der literatur bisher nicht vor. " [SEP]	1	0
" das verhalten der isolation von hochspannungsapparaten unter der einwirkung von uberspannungen wird durch stoßspannungskennlinien beschrieben. die aufnahme dieser kennlinien ist mit einem erheblichen zeit - und materialaufwand verbunden. es hat daher nicht an versuchen gefehlt, stoßspannungskennlinien zu berechnen. " [SEP]	1	0
" wenn man von der ursache einer krankheit spricht, muß man vorerst sagen, was man damit meint. es gibt entfernte und letzte ursachen von krankheiten. zum beispiel ist die letzte ursache der pest der pestbacillus, aber entfernte ursachen der pest sind der schmutz und die ratten und die flohe, die den pestbacillus von den ratten auf den menschen ubertragen. " [SEP]	1	0
" die quantitative analyse von sulfonsauren des phenols, des naphthalins und des anthrachinons durch saulenchromatographie an cellulosepulver wird beschrieben. die einzelnen sauren werden mit gemischen aus n - propanol - chloroform - wasser eluiert und alkalimetrisch bestimmt. von den phenolsauren kann man das o - und p - isomere sowie die schwefelsaure bestimmen. von den naphthalinsulfonsauren wird der gehalt an monound disulfonsauren sowie an schwefelsaure bestimmt. von den derivaten des anthrachinons lassen sich die 1 - sulfon -, sowie 1, 5 - und 1, 8 - disulfonsauren trennen. von den nichtkatalytisch sulfonierten produkten laßt sich der gehalt an mono -, an disulfonsauren und an schwefelsaure bestimmen, sowie das verhaltnis zwischen 1 - und 2 - anthrachinonsulfonsauren. eine analyse dauert ungefahr 1 – 3 std. " [SEP]	1	0
" es wird der zeitliche verlauf der zersetzung von cystin und der bildung von cystein in gegenwart von naoh und o - hydroxymercuribenzoesaure bei 50° und 60° untersucht und, soweit dies zulassig erscheint, eine reaktionskinetische deutung der zeit - umsatzkurven vorgenommen. in den reaktionsprodukten ( bei 90° ) wurde thiocystein nachgewiesen. " [SEP]	1	0
" auf der suche nach biographischen mitteilungen zu einem autor kann man eine reihe biographischer und bio - bibliographischer hilfsmittel benutzen, die oft schon eine erschopfende auskunft geben oder aber in den anmerkungen weitere literatur vermerken. " [SEP]	1	0
" das primitivste merkmal eines werkstoffes ist seine bruchfestigkeit, d. h. die belastung, bei der innerhalb weniger minuten der bruch erfolgt. " [SEP]	1	0
" das magnetische ’ feld im kern eines transformators ( § 81 ) ruhrt nach dem durchflutungssatz von den stromen in den beiden wicklungen her und wirkt nach dem induktionsgesetz auf die beiden wicklungen induzierend. die im kern aufgespeicherte magnetische energie ist daher den beiden wicklungen gemeinsam ; leistung, die auf der primaren seite aufgenommen ist, wird uber das kernfeld auf die sekundare seite „ ubertragen “. " [SEP]	1	0
" es wird eine methode beschrieben, mit deren hilfe es moglich ist, den wuchsstoff in einer kleinen menge pflanzenmaterial quantitativ zu bestimmen. das pflanzenmaterial wird mit chloroform und salzsaure ( nach thimann ) oder auch mit ather und essigsaure dreimal extrahiert. nach abdampfen des extraktionsmittels oder eines aliquoten teils desselben wird der ruckstand in ather gelost und mit hilfe der in abb. 3 dargestellten vorrichtung in ein agarplattchen ubergefuhrt. das agarplattechen wird gewogen und sein wuchsstoffgehalt mit avena als testobjekt bestimmt. die methode gestattet, eine wuchsstoffmenge von 0, 5 – 1, 5×10 [UNK] wae in dem ausgangsmaterial quantitativ zu bestimmen. " [SEP]	1	0
" das zahlrohr, mit welchem man messungen ganz schwacher radioaktivitaten vorzunehmen beabsichtigt, wird auf geeignete weise mit einer reihe anderer zahlrohre umgeben. man verwendet einen verstarker, der nur die impulse des ersten zahlrohres zahlt, soweit sie nicht mit stoßen in einem der umgebenden zahlrohre koinzidieren. durch verwendung von bleipanzern und dieser kompensation fur koinzidenzen kann der naturliche effekt, der mit einem zahlrohr gemessen wird, auf etwa ein funftel des wertes, den man ohne schutz erhalt, herabgesetzt werden. " [SEP]	1	0
" die nicotinwirkung stellt sich beim menschen ( inhalationsrauchern ) und beim tier ( perinjectionem ) in der blutjodkurve in 2 typen dar. typ 1 zeigte eine steigerung der blutjodkurve im akuten versuch. typ 2 zeigte eine senkung der blutjodkurve im akuten versuch. dem typ i entsprechen meist gelegenheitsraucher, nicotinuberempfindliche menschen und hyperthyreosen. dem typ 2 entsprechen gewohnheitsraucher und hypothyreosen. die blutjodkurve bei den tieren zeigte analoges verhalten bei akut und chronisch geschadigten tieren. die blutcholesterinkurve ist hierbei weniger charakteristisch. die schilddrusen der tiere mit chronischer nicotinintoxikation zeigten histologische veranderungen im sinne einer thyreoiditis oder atrophie. " [SEP]	1	0
" im nachfolgenden soll an einer anzahl von beispielen gezeigt werden, in welcher weise die in dem vorigen kapitel abgeleiteten grundgleichungen angewendet werden. " [SEP]	1	0
" ein dampfkessel ist ein geschlossener hohlkorper, dazu bestimmt, durch die wirkung zugeftihrter warme wasser in gespannten dampf zu verwandeln. die - warme wird in den meisten fallen durch die verbrennung von brennstoffen erzeugt, seltener durch die umwandlung von elektrischem strom. " [SEP]	1	0
" das schwierigste gebiet fur die schaffung von berechnungsunterlagen fur die vorkalkulation ist dasjenige fabrikationsgebiet, bei dem nur reine handarbeit vorkommt. es ist das das gebiet aller montage - und zusammenbauarbeiten. " [SEP]	1	0
